Label1,Label2,Statistic,P-value,Adjusted P-value,Test Type,Filename1,Filename2,validation
async_js_rs66,async_js_rs99,-0.12,0.90266,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchZk8tZDOF5WsrqcAvYPewbLtS_dt202407231432.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,biome
async_js_rs66,async_js_rs99_rep,0.12,0.90363,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchZk8tZDOF5WsrqcAvYPewbLtS_dt202407231432.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,biome
async_js_rs66_rep,async_js_rs77,0.24,0.8131,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchluBKAqRedUv3mOgkmjcJ6Ebq_dt202407231426.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,biome
async_js_rs66_rep,async_js_rs77_rep,0.24,0.8131,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchluBKAqRedUv3mOgkmjcJ6Ebq_dt202407231426.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,biome
async_js_rs66_rep,async_js_rs88,0.35,0.72407,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchluBKAqRedUv3mOgkmjcJ6Ebq_dt202407231426.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,biome
async_js_rs66_rep,async_js_rs88_rep,0.7,0.4859,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchluBKAqRedUv3mOgkmjcJ6Ebq_dt202407231426.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,biome
async_js_rs66_rep,async_js_rs99,-0.36,0.71642,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchluBKAqRedUv3mOgkmjcJ6Ebq_dt202407231426.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,biome
async_js_rs66_rep,async_js_rs99_rep,-0.12,0.90457,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchluBKAqRedUv3mOgkmjcJ6Ebq_dt202407231426.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,biome
async_js_rs77,async_js_rs77_rep,0.17,0.68309,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,biome
async_js_rs77,async_js_rs88,0.12,0.90716,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,biome
async_js_rs77,async_js_rs88_rep,0.46,0.64512,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,biome
async_js_rs77,async_js_rs99,-0.6,0.54879,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,biome
async_js_rs77,async_js_rs99_rep,-0.36,0.72162,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,biome
async_js_rs77_rep,async_js_rs88,0.12,0.90716,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,biome
async_js_rs77_rep,async_js_rs88_rep,0.46,0.64512,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,biome
async_js_rs77_rep,async_js_rs99,-0.6,0.54879,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,biome
async_js_rs77_rep,async_js_rs99_rep,-0.36,0.72162,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,biome
async_js_rs88,async_js_rs88_rep,0.8,0.37109,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,biome
async_js_rs88,async_js_rs99,-0.72,0.47393,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,biome
async_js_rs88,async_js_rs99_rep,-0.47,0.63629,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,biome
async_js_rs88_rep,async_js_rs99,-1.06,0.28932,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,biome
async_js_rs88_rep,async_js_rs99_rep,-0.82,0.41414,1.0,Independent T-test,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,biome
async_js_rs99,async_js_rs99_rep,0.25,0.61708,1.0,McNemar,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,biome
async_js_rs22_rep1,async_js_rs22_rep2,-1.08,0.28289,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch4V631Bmz2q8THhl5vWhjN7xL_dt202407311543.csv,sub-biome
async_js_rs22_rep1,async_js_rs22_rep3,-1.19,0.23443,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch9Kxb9CgSKO4Jrc4nHeNXjIlL_dt202407311542.csv,sub-biome
async_js_rs22_rep1,async_js_rs22_rep4,-1.66,0.09828,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchCIMrqld1ZrfyF7qtmkdMHt7V_dt202407311541.csv,sub-biome
async_js_rs22_rep1,async_js_rs22_rep5,-0.1,0.92292,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchWLGIEwamUdCiNXmuJ8ecDIiZ_dt202407311542.csv,sub-biome
async_js_rs22_rep1,async_js_rs22_rep6,0.32,0.75061,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchWXV7DhkQXGAU3ieCwTOvVkrJ_dt202407311542.csv,sub-biome
async_js_rs22_rep1,async_js_rs22_rep7,-0.99,0.32413,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchYBPAJfHUxVnBm9YVywZL5wUc_dt202407311543.csv,sub-biome
async_js_rs22_rep1,async_js_rs22_rep8,-1.71,0.08739,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchbYb8LE5CosmqIJqySwqu6wyx_dt202407311543.csv,sub-biome
async_js_rs22_rep1,async_js_rs22_rep9,-0.35,0.72606,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchkJkjHPS0P9LlbDlUOfaXwotC_dt202407311543.csv,sub-biome
async_js_rs22_rep1,async_js_rs22_rep10,-0.58,0.56346,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchkeK2m8Hncyy2FaWDAJwvDyn3_dt202407311543.csv,sub-biome
async_js_rs22_rep1,async_js_rs22_rep11,-0.93,0.35108,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchkxeRGfXerVFAPjV6LvHDMDmu_dt202407311542.csv,sub-biome
async_js_rs22_rep1,async_js_rs55,-0.68,0.50021,1.0,ttest_ind,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs55_batch3o0hNkYn3qMIb6H3Eqa7ZVpr_dt202407231432.csv,sub-biome
async_js_rs22_rep1,async_js_rs55_rep,-1.12,0.26308,1.0,ttest_ind,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs55_batchn8C5mQeif6OV1LBhJ5fPd2jt_dt202407231425.csv,sub-biome
async_js_rs22_rep1,async_js_rs66,-0.73,0.46612,1.0,ttest_ind,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchZk8tZDOF5WsrqcAvYPewbLtS_dt202407231432.csv,sub-biome
async_js_rs22_rep1,async_js_rs66_rep,-0.39,0.69958,1.0,ttest_ind,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs66_batchluBKAqRedUv3mOgkmjcJ6Ebq_dt202407231426.csv,sub-biome
async_js_rs22_rep1,async_js_rs77,-0.74,0.45911,1.0,ttest_ind,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batch8yuPSurBvuXCp8m7AAzpOYMZ_dt202407231427.csv,sub-biome
async_js_rs22_rep1,async_js_rs77_rep,-1.18,0.23724,1.0,ttest_ind,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs77_batchl8fGIwSNBj0DXJfBHtArnz8n_dt202407231432.csv,sub-biome
async_js_rs22_rep1,async_js_rs88,-0.52,0.60131,1.0,ttest_ind,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchNZrsNsi10rMTWPyZUocTHv6r_dt202407231427.csv,sub-biome
async_js_rs22_rep1,async_js_rs88_rep,-0.71,0.48035,1.0,ttest_ind,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs88_batchVuGTjZgtQSotdEoAWrBVk3cd_dt202407231433.csv,sub-biome
async_js_rs22_rep1,async_js_rs99,-0.31,0.75998,1.0,ttest_ind,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFH19lIBQYqjKQ0shEGRVpqhi_dt202407231427.csv,sub-biome
async_js_rs22_rep1,async_js_rs99_rep,-0.51,0.60779,1.0,ttest_ind,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch3UrsPni6Ue63YXRYwisZ5Ygz_dt202407311542.csv,gpt_clean_output_nspb50_chunkingno_chunksize2000_modelgpt-3.5-turbo-1106_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs99_batchFZgD75ev26VujM8LYnIt8pFg_dt202407231433.csv,sub-biome
async_js_rs22_rep2,async_js_rs22_rep3,-0.08,0.93639,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch4V631Bmz2q8THhl5vWhjN7xL_dt202407311543.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch9Kxb9CgSKO4Jrc4nHeNXjIlL_dt202407311542.csv,sub-biome
async_js_rs22_rep2,async_js_rs22_rep4,-0.73,0.46783,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch4V631Bmz2q8THhl5vWhjN7xL_dt202407311543.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchCIMrqld1ZrfyF7qtmkdMHt7V_dt202407311541.csv,sub-biome
async_js_rs22_rep2,async_js_rs22_rep5,0.89,0.37577,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch4V631Bmz2q8THhl5vWhjN7xL_dt202407311543.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchWLGIEwamUdCiNXmuJ8ecDIiZ_dt202407311542.csv,sub-biome
async_js_rs22_rep2,async_js_rs22_rep6,1.64,0.10256,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch4V631Bmz2q8THhl5vWhjN7xL_dt202407311543.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchWXV7DhkQXGAU3ieCwTOvVkrJ_dt202407311542.csv,sub-biome
async_js_rs22_rep2,async_js_rs22_rep7,-0.12,0.90627,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch4V631Bmz2q8THhl5vWhjN7xL_dt202407311543.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchYBPAJfHUxVnBm9YVywZL5wUc_dt202407311543.csv,sub-biome
async_js_rs22_rep2,async_js_rs22_rep8,-0.67,0.50362,1.0,ttest_rel,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batch4V631Bmz2q8THhl5vWhjN7xL_dt202407311543.csv,gpt_clean_output_nspb100_chunkingno_chunksize2000_modelgpt-3.5-turbo-0125_temp1.0_maxtokens4096_topp0.75_freqp0.25_presp1.5_rs22_batchbYb8LE5CosmqIJqySwqu6wyx_dt202407311543.csv,sub-biome
